quizzes,solutions,clue_numbers
007060091000089004000400600304005010070021003800000000008013407006208109903040000,437562891562189374189437625394675218675821943821394756258913467746258139913746582,31
760512908125000600890070250201000070008000000057100009082000000470000023000008000,764512938125389647893476251231894576948765312657123489382947165479651823516238794,31
009700284024030560650020309060000000000010003012000075300040000000192036000000058,139756284824931567657428319963587142785214693412369875376845921548192736291673458,31
010004008000009006095000400261040093574098012080016040000000000038460000000900080,613724958742859136895631427261547893574398612389216745957183264138462579426975381,31
108300000900000047007000618609000254070004000020869000243985000016000000090000003,168347592952618347437592618689731254371254869524869731243985176716423985895176423,31
068000050405680301317050000001305000009000010000217000003500100654000907082000000,268173459495682371317954286721395864539468712846217593973546128654821937182739645,31
612000000403095200970000300200400009001000034040051800000000000709006482000280970,612843597483795261975162348268437159591628734347951826824379615739516482156284973,31
000067340000580000706310500040000000690020480000430060010040029060003054004600100,958267341431589276726314598843956712695721483172438965317845629269173854584692137,31
680900003400862700095041008060700204070400090000600000026530800000090000007004002,682975413431862759795341628569713284173428596248659137926537841814296375357184962,31
096000003300090000002004600608209000200030870000000912900501008501003020803007005,796152483384796251152384697678219534219435876435678912927541368541863729863927145,31
004308702300270100000000580807001000400800009021405300002106000190000000000700961,614358792358279146279614583837921654465837219921465378782196435196543827543782961,31
709040000060001980500790002000603000090870206632109000050007020000000053400000109,789246315264531987513798462847623591195874236632159748356917824971482653428365179,31
080500060004700590000000038203001000800350904000670325000067800030004170000005200,387529461614783592925416738253941687876352914149678325492167853538294176761835249,31
379521060480970150000000090000002806200000009001000205000000900602849000908700000,379521468486973152125684397794352816253168749861497235537216984612849573948735621,31
070030000902810065056200080060300490523040006400000000090001600630020040800000009,178635924942817365356294187761352498523948716489176532295481673637529841814763259,31
000000903050938000008406010400600100500007004000800620000015090809360201100709000,246571983751938462398426517483652179562197834917843625634215798879364251125789346,31
301800675005031000204600000420709300570008000000206000800060090000003000900180407,391824675765931824284675931426759318579318246138246759812467593647593182953182467,31
000048950039106000002900006240000000006000024008000000814030000000481000325069081,761248953539176248482953176243695817956817324178324695814532769697481532325769481,31
000008500900004010004070980103700020076900000000500807045100200017000054089000071,731698542968254713524371986153786429876942135492513867345167298617829354289435671,31
800500090000008000000049780400106900001050000359020100080010409713400620094000000,867531294942768513135249786428176935671953842359824167286317459713495628594682371,31
004001507000098000012375009060020003090006002205800014006700300500080200000003008,984261537753498126612375849461527983398146752275839614846712395539684271127953468,31
800024036000100904049006180692000000003800000000209000035408602004000510000500090,851924736367185924249736185692357841573841269418269357135498672984672513726513498,31
250098006004003809900000300301080020000930700867045100000000005740000600500810000,253198476674523819918764352391687524425931768867245193186472935742359681539816247,31
001903500000800000000007800527060103840100007913070000008600000205700610160050000,681923574754816932392547861527468193846139257913275486478691325235784619169352748,31
000074008007000003600050710064082071000001406013000000370010605850020009000000207,235174968147698523689253714964582371528731496713946852372419685856327149491865237,31
006200030700000000209040000603905020420630058900000070800009002040806100005320800,586291734734568219219743586673985421421637958958412673867159342342876195195324867,31
700650410900320000800410000080000070070003190090200503000905000000740832040000960,723658419914327658856419327385196274472583196691274583238965741569741832147832965,31
408001702300700085000458010900036100000945800000170054583007000000000600000000030,458361792361729485729458316945836127172945863836172954583617249294583671617294538,31
600105008003000004540300007954020000300400000100060495005010003402600500000007201,679145328283976154541382967954821736367459812128763495795214683412638579836597241,31
214653700008102050000089100050027431000430000000000000430000000590200004000004970,214653789978142653365789142659827431782431596143596827436975218597218364821364975,31
130070052000010400740900080960002804000607500000040670009000046020000705000709030,138476952295318467746925381967532814481697523352841679579283146823164795614759238,31
001307000840100637000004005006002790508000003000603580000009046064008070007000100,951367824842195637673284915436852791528971463719643582185739246264518379397426158,31
040300100293001000700064920000000601070080004000432000400200000050008300107043502,648329175293571468715864923324957681579186234861432759436295817952718346187643592,31
080009000500000940040357102005940000090006518000080004000208007000010020008670051,281469735537821946649357182815942673492736518376185294153298467764513829928674351,31
810205000500000803007308000001080000200190386080400001600000178000506009020070600,813265947562749813947318562791683254254197386386452791635924178178536429429871635,31
487500009000630000000874000821000000674000905509006020340100002000000043000060807,487521369152639784963874251821395476674218935539746128346187592718952643295463817,31
010008730520040000003100080040037510900402000307500028006005002000024000030000850,619258734528743196473169285842637519951482673367591428796815342185324967234976851,31
000008000370002001009603050600105903900000008000730602100260085050391700000800000,245918367376542891819673254624185973937426518581739642193267485458391726762854139,31
863000090005083472070910008400809023000000000500000010908060050001000040040070830,863724591195683472274915368417859623326147985589236714938462157751398246642571839,31
012406300406003210003000000008000560004905030900100400040300000007649000000287006,812476395476593218593812674138724569724965831965138427649351782287649153351287946,31
000000406005019287000650010302540000050190028609820000007965000020000500000030000,931782456465319287278654913382547691754196328619823745847965132123478569596231874,31
500000802024795030000400000006007000009010720780053460000506014600002907000070000,597361842824795136163428579416287395359614728782953461978536214635142987241879653,31
910025003008190004005300001006800100309010000102500098000053800890000500000001040,917425683638197254245368971456839127389712465172546398724653819891274536563981742,31
060035080704020590090800062800500049000180050050007000570000001130009020020000070,261935487784621593395874162812563749947182356653497218579248631136759824428316975,31
009002706280700300670090800006900420000000100002108000900604001057030604000501000,539842716284716395671395842816957423795423168342168957923684571157239684468571239,31
009070032800520019000490000200009075030000000080000124070215000490706200500000700,149678532867523419352491687214869375735142896986357124673215948498736251521984763,31
108346050009001000603007020090000001080004506001090087012009075000210000004070000,128346759759821643643957128596782431287134596431695287312469875875213964964578312,31
800650019060000402100020070000069020280740100900030004021580000600000500000970200,842657319765391482139428675574169823283745196916832754321584967697213548458976231,31
000000001000080370008032640730004089400000530082050104010070400304100700800000006,273465891546981372198732645735614289461829537982357164619278453354196728827543916,31
925007060360000784700000905002005000006090500000634000003910007000000000019750043,925487361361529784784163925192875436436291578578634192843916257257348619619752843,31
803070410027405900001008206070100350010309700005002060000040000000800000000601540,893276415627415938541938276278164359416359782935782164162543897354897621789621543,31
300100800097530000400009300010007008958000000270000003040208530002903106009010000,365142897897536421421789365613427958958361274274895613146278539782953146539614782,31
070400032000080500820957601000036900060298070000700016000000200045000789000000100,579461832614382597823957641457136928361298475982745316798514263145623789236879154,31
000060070800400020029705300000004062000010980160000504753100000406928000000003010,341269875875431629629785341987354162534612987162897534753146298416928753298573416,31
000410203900500000006302005000800030300000000000000902004003009895764021203980007,758416293932578614146392875529847136361259748487631952674123589895764321213985467,31
003107000000000700100902354000350871008204605006018009070400100000000540020030000,543167298982543716167982354294356871718294635356718429879425163631879542425631987,31
980050060001000000043020000005200009810007600479003000006000394390010720000039050,987354261261798543543126987635281479812947635479563812156872394394615728728439156,31
090601000000090601681700295000000030000000002912806057004160378109300000000000000,295681743743295681681743295457912836836457912912836457524169378169378524378524169,31
201070500980000120005600090003028005459136280800004360006080400000040000000000000,261879534987453126345612798613728945459136287872594361726985413598341672134267859,31
470205900100800060002930800600000407020090000381400006040002010207600008000000052,478265931139874265562931874695183427724596183381427596843752619257619348916348752,31
300209150000083002002000000070100500020300879060078000030090210005800004000012038,387249156156783942942651387879124563421365879563978421638497215215836794794512638,31
850026093000800210160900005490000370200701000010000028001007860000302900000000100,854126793937845216162973485495268371286731549713459628321597864648312957579684132,31
700000201019700405450009036005900064970000000040000000502100008107084000080500070,763458291219763485458219736825971364971346852346825917592137648137684529684592173,31
307908002020603000890050700502067010000800000006090058600009001070080400210006000,367918542425673189891254736582467913139825674746391258654739821973182465218546397,31
000789600120453098080601030010030049000007260030504000070000020203000000000302000,354789612126453798987621435718236549495817263632594871579168324243975186861342957,31
503700604009004050000500071105000003067200019030100000000925007900010408000000290,523791684719864352846532971195476823467283519238159746384925167952617438671348295,31
000380000500046109607100300800070000216938000470602030160000000000060203300007000,921385746583746129647129385839574612216938574475612938164293857758461293392857461,31
000090620080005003739006010007100409000270860000004002008049200200000000074600085,541397628682415793739826514327168459495273861816954372158749236263581947974632185,31
500020043034065007000309561048691002000200004000080006003500000007000000001070609,516728943934165827872349561348691752169257384725483196693512478487936215251874639,31
109025300025704810700000005050340906890057000000000000000002753500400090060500000,189625374625734819734189265257341986896257431341896527418962753573418692962573148,31
104080900030051200700000000896000725001725600027000040005800000068000000000574002,154287936639451287782936451896143725341725698527698143475862319268319574913574862,31
500006000001500800000200790908030270127000000630127080800060007400010900010000620,579386412241579863386241795958634271127958346634127589893462157462715938715893624,31
082000001000027040003010070930006085604058300000370060009060000006703000370001020,782934651561827943493615872937146285614258397825379164149562738256783419378491526,31
000078490900260008008045600100090004020000980800504316603000000010003000750010000,261378495945261738378945621136897254524136987897524316683759142412683579759412863,31
980000300000500090000900000107006489060800007800100000001039740693007500008205900,986741352714523896532968174127356489365894217849172635251639748693487521478215963,31
009050000520641308006900070600090400700068500000000036108000002005400600000816900,839752164527641398416983275683295417741368529952174836168539742395427681274816953,31
004010092000927340000000600590000008046700039200305100000100800401000007800509400,354816792618927345729453681593641278146782539287395164975134826431268957862579413,31
