quizzes,solutions,clue_numbers
970600802630000719000017346008002900493586001120030680009004007050000408006720103,971643852634258719285917346568172934493586271127439685319864527752391468846725193,41
510809062020510003800000700275100604190306027040075010060450008080903040452700006,517839462624517983839624751275198634198346527346275819963452178781963245452781396,41
001460090400500780590781002140250378059300100308140050037800025800605000000937000,781462593462593781593781462146259378259378146378146259937814625814625937625937814,41
405973820397800050002050003004530769053700240976000531000300000509007010708010300,415973826397826154682154973824531769153769248976248531241395687539687412768412395,41
758009010012080604604001000000070006007164523000530987005097001061003400479016030,758649312312785694694321758523978146987164523146532987835497261261853479479216835,41
508012496400080213230000587005003001300106709604050020000000060803201074020479030,578312496469785213231694587795823641382146759614957328947538162853261974126479835,41
604872095300600007020350600000018732481723060702000080000035940003004070906080053,614872395395641827827359614569418732481723569732596481178235946253964178946187253,41
830000000090046080610008052483507620759610803001034000048750006000481700300269000,837925164592146387614378952483597621759612843261834579148753296926481735375269418,41
040108603050207108090603000402001000576080930900506482004369700300000004725810060,247198653653247198198653247482931576576482931931576482814369725369725814725814369,41
043200187180430625020071943000900504564007098300605010006300400000760000031000076,943256187187439625625871943712983564564127398398645712276318459459762831831594276,41
000006050509048603000109040907080100621590380000001795100900030790832016380600079,478326951519748623236159847957483162621597384843261795165974238794832516382615479,41
001600400475030060208745391000010820027009030036007040950160080602004953004090600,391628475475931268268745391549316827827459136136287549953162784612874953784593612,41
201308640604020980900500217006002094049156028700030000005080406897000002400015070,271398645654721983938564217516872394349156728782439561125987436897643152463215879,41
000400601800316002130700048517094000080007009924800015450000100398001250760500803,275489631849316572136725948517294386683157429924863715452938167398671254761542893,41
940087002803205001050104083104009825007000010205416037710050200000042000420971000,941387562873265491652194783164739825397528614285416937719853246538642179426971358,41
257608403060309005039020080672001040300000607500700018910405000820193050040080901,257618493168349275439527186672831549381954627594762318913475862826193754745286931,41
140000500059010600360020400601903824003040010482701030805100069714000058006280100,148637592259418673367529481671953824593842716482761935825174369714396258936285147,41
005230490497518632002090010509002060703905280281060000006001300008009000100820970,815236497497518632632794815549182763763945281281367549976451328328679154154823976,41
670090801200805640010670000000000506080001472501420300702958004000002905958006723,674293851293815647815674239427389516389561472561427398732958164146732985958146723,41
089060520600000879050070064903000200400012003008307600542080006096250100817630402,789463521634125879251978364973546218465812793128397645542781936396254187817639452,41
095060041836710290000009030504600183080500629020000570360400950000006408408905300,295863741836714295741259836574692183183547629629138574362481957957326418418975362,41
001402563000050000065010024208045307013200050600000092130078245987000631040103000,871492563429356178365817924298645317713289456654731892136978245987524631542163789,41
518930602204508000037200100009370406002600801005189723050800067800700000020001038,518937642264518379937264185189372456372645891645189723451893267893726514726451938,41
